   0.0000000e+00  -8.3000000e+01
   3.2943000e+01  -8.6000000e+01
   5.5483000e+01  -8.0000000e+01
   7.8121000e+01  -7.9000000e+01
   1.0075600e+02  -8.4000000e+01
   1.1407500e+02  -8.6000000e+01
   1.3900400e+02  -8.5000000e+01
   1.5138300e+02  -8.1000000e+01
   1.9488900e+02  -7.8000000e+01
   2.0376200e+02  -7.5000000e+01
   2.1098700e+02  -6.8000000e+01
   2.1718700e+02  -8.3000000e+01
   2.2550500e+02  -9.4000000e+01
   2.3676400e+02  -7.7000000e+01
   2.4728100e+02  -7.0000000e+01
   2.5437800e+02  -6.2000000e+01
   2.6777800e+02  -7.5000000e+01
   2.6904300e+02  -7.5000000e+01
   2.7010300e+02  -7.6000000e+01
   2.7260100e+02  -7.4000000e+01
   2.8228900e+02  -7.2000000e+01
   3.6094100e+02  -7.2000000e+01
   3.7421800e+02  -6.9000000e+01
   4.0837700e+02  -6.5000000e+01
   4.2250600e+02  -7.3000000e+01
   4.3591400e+02  -7.1000000e+01
   4.5962700e+02  -6.4000000e+01
   4.7403100e+02  -7.7000000e+01
   4.9680800e+02  -7.1000000e+01
   5.1948100e+02  -7.4000000e+01
   5.3284500e+02  -6.8000000e+01
   5.4521800e+02  -8.2000000e+01
   5.5867200e+02  -7.0000000e+01
   5.7312000e+02  -7.1000000e+01
   5.9588700e+02  -7.6000000e+01
   6.2999800e+02  -7.0000000e+01
   6.6294000e+02  -7.5000000e+01
   6.7517700e+02  -7.6000000e+01
   7.0933600e+02  -7.7000000e+01
   7.2261200e+02  -8.3000000e+01
   7.3602000e+02  -7.4000000e+01
   7.4943000e+02  -7.1000000e+01
   7.7229300e+02  -6.8000000e+01
   7.8452700e+02  -6.7000000e+01
   7.9897300e+02  -7.1000000e+01
   8.5180100e+02  -7.1000000e+01
   8.8767100e+02  -7.6000000e+01
   9.1039600e+02  -6.9000000e+01
   9.2271800e+02  -7.0000000e+01
   9.5683400e+02  -7.8000000e+01
   9.8261100e+02  -7.1000000e+01
   9.9593000e+02  -7.3000000e+01
