   0.0000000e+00  -7.5000000e+01
   1.0350001e+00  -5.6000000e+01
   2.0790000e+00  -6.1000000e+01
   3.1160002e+00  -6.0000000e+01
   4.1580000e+00  -6.6000000e+01
   5.1849999e+00  -5.8000000e+01
   6.2240000e+00  -6.0000000e+01
   7.2570000e+00  -6.2000000e+01
   8.2980001e+00  -6.2000000e+01
   9.3500001e+00  -6.3000000e+01
   1.0372000e+01  -6.2000000e+01
   1.1413000e+01  -6.1000000e+01
   1.2444000e+01  -6.3000000e+01
   1.3478000e+01  -6.2000000e+01
   1.4522000e+01  -6.2000000e+01
   1.6605000e+01  -6.0000000e+01
   1.7637000e+01  -6.3000000e+01
   1.8657000e+01  -6.3000000e+01
   1.9714000e+01  -6.4000000e+01
   2.0741000e+01  -6.3000000e+01
   2.1780000e+01  -6.2000000e+01
   2.2821000e+01  -6.0000000e+01
   2.3843000e+01  -5.9000000e+01
   2.4881000e+01  -6.2000000e+01
   2.6971000e+01  -6.3000000e+01
   2.8005000e+01  -6.2000000e+01
   2.9033000e+01  -5.9000000e+01
   3.0067000e+01  -5.8000000e+01
   3.1110000e+01  -5.9000000e+01
   3.2139000e+01  -6.1000000e+01
   3.3194000e+01  -6.0000000e+01
   3.4222000e+01  -6.2000000e+01
   3.5246000e+01  -6.0000000e+01
   3.6284000e+01  -6.1000000e+01
   3.8360000e+01  -6.2000000e+01
   3.9398000e+01  -6.2000000e+01
   4.0423000e+01  -7.2000000e+01
   4.1466000e+01  -5.8000000e+01
   4.2498000e+01  -5.6000000e+01
   4.3536000e+01  -6.1000000e+01
   4.4570000e+01  -5.8000000e+01
   4.5600000e+01  -5.9000000e+01
   4.6649000e+01  -6.2000000e+01
   4.7682000e+01  -6.2000000e+01
   4.8713000e+01  -5.8000000e+01
   4.9753000e+01  -6.4000000e+01
   5.0786000e+01  -6.6000000e+01
   5.2875000e+01  -6.9000000e+01
   5.3903000e+01  -5.8000000e+01
   5.4945000e+01  -5.8000000e+01
   5.5976000e+01  -5.8000000e+01
   5.7016000e+01  -5.8000000e+01
   5.8048000e+01  -5.9000000e+01
   6.0126000e+01  -5.9000000e+01
   6.1158000e+01  -5.9000000e+01
   6.2187000e+01  -6.3000000e+01
   6.3243000e+01  -5.9000000e+01
   6.4276000e+01  -6.0000000e+01
   6.5314000e+01  -6.3000000e+01
   6.6349000e+01  -6.9000000e+01
   6.7393000e+01  -6.8000000e+01
   6.8428000e+01  -6.9000000e+01
   6.9463000e+01  -5.9000000e+01
   7.0500000e+01  -6.0000000e+01
   7.1533000e+01  -6.0000000e+01
   7.2572000e+01  -6.0000000e+01
   7.3600000e+01  -6.3000000e+01
   7.4658000e+01  -6.0000000e+01
   7.5683000e+01  -6.0000000e+01
   7.6714000e+01  -6.0000000e+01
   7.7749000e+01  -6.0000000e+01
   7.8787000e+01  -6.2000000e+01
   7.9819000e+01  -6.2000000e+01
   8.0858000e+01  -6.2000000e+01
   8.1894000e+01  -6.1000000e+01
   8.2928000e+01  -6.1000000e+01
   8.3963000e+01  -6.0000000e+01
   8.5002000e+01  -6.0000000e+01
   8.6042000e+01  -6.8000000e+01
   8.7092000e+01  -6.7000000e+01
