   0.0000000e+00  -8.7000000e+01
   1.2462000e+01  -9.0000000e+01
   2.5786000e+01  -9.0000000e+01
   3.8202000e+01  -8.6000000e+01
   5.1572000e+01  -8.8000000e+01
   6.3894000e+01  -9.3000000e+01
   8.8767000e+01  -9.1000000e+01
   1.3220700e+02  -8.9000000e+01
   1.9827000e+02  -9.0000000e+01
   2.1571100e+02  -8.3000000e+01
   2.3220400e+02  -8.6000000e+01
   2.4556000e+02  -8.8000000e+01
   2.6834300e+02  -9.7000000e+01
   2.8373100e+02  -9.1000000e+01
   2.9920600e+02  -9.4000000e+01
   3.2391100e+02  -8.8000000e+01
   3.4145900e+02  -9.6000000e+01
   3.6620800e+02  -8.7000000e+01
   3.8060600e+02  -8.5000000e+01
   4.1368100e+02  -9.0000000e+01
   4.2799200e+02  -8.7000000e+01
   4.4037000e+02  -8.9000000e+01
   4.6408500e+02  -8.8000000e+01
   4.9612100e+02  -9.0000000e+01
